Serial_ID,Brand_Info,Ingredients_List
143,ClowG lovely TM,"পানি পালমিটিক এসিড 3 উপাদানসমূহ এসিড নিয়াসিনামাইড স্টিয়ারিক এসিড গ্রিসারিন হাইড্রোক্সি স্টিয়ারিক ইথাইলহেক্সাইল ডাইমেথিকোন মিথক্সিসিনামেট বিউটাইল মেথক্সিডাইবেনজাইল মিথেন , টাইটেনিয়াম ডাইঅক্সাইড সোডিয়াম অ্যাসকরবাইল ফসফেট আইসোপ্রোপাইল মাইরিস্টেট টোকোফেরাইল এসিটেট অ্যালানটয়েন , পাইরিডক্সিন হাইড্রোক্লোরাইড সিটাইল ) অ্যালকোহল টাইটেনিযাম ডাইঅক্সাইড ) অ্যালুমিনিয়াম হাইড্রোক্সাইড এবং এবং স্টিয়ারিক এসিড ফেনোক্সিইথানল, ) মিথাইল প্যারাবেন প্রোপাইল প্যারবেন, 9 পটাসিয়াম হাইড্রোক্সাইড ডাইসোডিয়াম ) ইডিটিএ পারফিউম, আলফা-আইসোমিথাইল আয়োনোন, বেনজাইল স্যালিসাইটেট সিট্রোনেলল , জিরানিয়ল, হেক্সাইল 9 9 সিনামাল , কাউমারিন, সিনামাইল 9 অ্যালকোহল , লিমোনিন , লিনালল 4 9 ব্যবহারবিধি মুখ ও গলায় ফোঁটায় ফোঁটায় ক্রিম মেখে আলতোভাবে ম্যাসাজ করো সর্বোত্তম ফলাফল পেতে গ্লো অ্যান্ড লাভ্লী ফেসওয়াশের পর ব্যবহার করো"
144,The Ordinary,"Ingredients Ingredients AQUA (WATER), NIACINAMIDE PENTYLENE GLYCOL, ZINC PCA DIMETHYL ISOSORBIDE TAMARINDUS INDICA SEED GUM, XANTHAN GUM, ISOCETETH-2O, ETHOXYDIGLYCOL PHENOXYETHANOL, CHLORPHENESIN."
145,()( 033,"IHHNH PHHIN Water) Stearic Acid Glycerin Palmitic Acid Lauric Acid Myristic Acid Potassiuni inoride Silica ButyeneGlycol CoamideMethyMEA Glycery StearateSE EthanosMenthol Chari oioer (Than trel Carbon (Than vo trau) Dihydroxypropy Arginine HCI Hydrorypropyltrimoniuni kuronate Backhousia Citriodora Leaf Extract (Chiet xuat la chanh siml Isor opylmethylpheru narumGlyyrmizate PolyacticA Poyquateniuma Muuaternium 39 Socium Benzoate Polyglyceryl-10 Stearate Polyglyce 10, Polyglyeeryl II ১য8 Sodium Dehydroacste Citric Acid Phenoxyethanol BHT Diso um EDIA Fragranic"
146,UUXURYRAKGOLDAMROLEE,"atet Clycerin Propylene Gljcol Ettnnttot EG-17 6 Copolymer Dimethicone, Acrylares C10-30 Alkyl Acrylate Crosepelymer, Bis-PEG 18 Methyl Ether DimethylSlane, Trethanolamine Xanthan Gun, Dipotassium Glycyrrhizinate, Phenoxyethanol Iodopropynyl Butylcarbarate Methylparaben, Sodiun Hyalu ronate, PEG-40 Hydrogenated"
147,8nal FAIR ALI IRIIUUI,98 88ন5810 8ে 93চ) আ০ঁস মোম7 40)47 4110 স্মচায়ন স8য়6 %8দ
148,Conu),"Mair Ingredients Glycerin, Aloe Vera Exract Agua, Cyclopentasiloxane, DMDMH, Perfurne"
149,70 GARNIeR M ),310313038 313)19 33 1 0 Emus 9301 স oil trepbinguauetenutr Liutootimg s গব tiveskulevc c9 ttes
150,130 M N AcnoFight,U816t Gellily llassage on wer iare Hinse with warer Use wice daly Auaseuuntin viuu estor uroducton U ACIPSaIOS AIrRIS UaCIHIL ullicalstudy retertuvactinilm mynillus fiitextan Blueuerryl inyreuielt
151,CARNICR MI urboBright,93571 6 IIREREUIEIISEWHIER CUCU UETIHINE BUITYLENE GIYCUL suullri UIIRRI SUEEAIET PERLIIETuisuulUk CUCUAHPHUUIAUEIAIE AURILHIESI 01030 HIIML ACRILHIES CRUSSPULIER suuIUh CHLURIDE) CRAPE FRUIT WHIER 0 47005 0 6157 0 7160- 77492 HIRERAL UIL UIMLIIL FRLERUIIUE HETHVLPIRIBEL sHICILIC ACI9 suuluh HYORUNIIE PIIEIUHETINIAIIL LIHUHENE CARRAUEENARTTETRASUUIUMEUTA IENUNFRIII BIIUCI EIL 0209597
152,BRIGHT COMPLETE VITAMIN C FACE WASH Clears dullness,"44404 3 488 VITIST AAUREUIENIS HAILR ৬ 0 0 GLTCENId 90A88 00 PAL MITIC ACIU STEARIC ACU UISITARTAIL HIURUXIUI , LAURIC ACIU CLYCERIL 4 0 14 0 CUYCEIT SIEARAIL KAULIN ৬য 407 441 UINALUO ( TIANUL SALICYUIC ACIU (0C0800 Litett URIENE ASCURUYE UKIIIALI ITTRASUUIUN VAI UIIRUS UIA LEhUN FRUII (100 HIN JUNUS FRUII XIRACI (C0n0 UCIZYI SALICYLAIE UENZYI Clurton FRAGRANCE TITARS 407108 (. . . (2772221). 0 AGf USE0 BY CHILURENUIUEh INE"
153,,"Ingredients Aqua, Potassium Myristate, Pot sgium Stearate, Glycerin, Potassium Lalle Coc amide DEA, Parfum Triethanolamine DII Hydantoin, Milk Extract, Niacinamide Methylchloroisothiazolinone, Methylisothiazolli"
154,Clean Clear,"(9 INGRSUINIS Water Propylene Glycol Clycerin LauricAcid Scuium Laureth Sulfate Potassium Hydroxide MyristicAcid PEG8OSorbitan Laurate Hydroxypropy Methylcellulose Cocamidopropy Betaine Trehalose Fragrance Polyquaternium 7 oCyen Disodium EDIAyCitric Acid CI 19140,0 17200"
155,0 1 t,"Ingredients Aqua, Glutathione Hyaluronic Acid, Alpha Arbutin Niacinamide, Vitamin-E, Licorice Powder, EDTA, Glycerin Sodium Benzoate PG Fragrance And some herbal ingredients"
156,SYMWHITE 37 DARK SPOT ERASER,"8) 8 8 4084168326 08288 8818389481833 Ingredients Aqua, 377 Symwhite Hyaluronic Acid, Niacinam idei Vitamin-E, Olive Oil Glycerin,EDTA P.G.i Sodium Benzoate Fragrance And some herbal ingredients"
157,Simple,"9U special blend.INGREDIENTS Aqua, Glycerin, Paraftinum Liquioum Polyglyceryl-3 Methylglucose Distearate Niacinamide Dimethicone Cetyl Palmitate Cetyl Alcohol, Panthenol, Caprylyl Glycol, Caroomer Phenoxyethanol, Porassium Hydroxide Tocopheryl Acetate Acrylatesc1o-30 Alkyl Acrylate Crosspolymer Disodium OIA Pantolactone Borago orficinalis Seed Oil Stearic Acid PotassiUn Caroonate Bisatolol Citric Acid) Pentylene Glycol Urea Lactic Acid Souium Lactater Scnine Soruitol Sodium Chloride Allantoin"
158,PATANJALE saundaryg aloe vera gel,"৬ C2 ১৫০ 9 9 মীল্দমর্য বখা মালী ৯ নিৎ দ সীল্পেবহরিয কব বরবা ক থক্ষুনিক 4 ল8, ক বদ্বঢ ৭ বিকেল ব বিষ্দলা মঁ লামনাযক ঈরী কং বকে ন IPPI নিনি বচ৫ 9ং হলাবিধা ভর ম মমাত কর্যঁ ব মীাদ ৩৫ ২ব যুলযুন দানী ম বনং ক্রী ঘী ল ববক ৯ বেুর ল দিনব এম্তল বক্কা দং লাবয় তল লয়াক চ্মাত পর ম 20 টীর 5 1 ৪ষ ১রঝ খলী য লৌবংা ৮ লর্ম তুনেবাদন বযা নবী কা কমভাং ধবী তী 4রয়া ভরম বালা কা স্বভনা বালাঁ কা ন ববলা ২৮ ঝব 7 5 দিনব এচন এলাবব ভ্রামা য দরবাড কা"
159,PONDS F9 MULATL0 0Y 144 P0N0 INSTLTUT BB Cream,"4 perfect balance of brightening vitamins, SPF 30 and skin perfecting minerals for a light makeup glow"
160,TM KrackK GUARD happy feet,"(0MP0)3 109 ব Quath processed oil derived flrmIIimill Extracts Daruharidra (Berberis arlistati Gtl Kampillaka (Mallotus philippinensis) Fr Pashanabheda (Bergenia RZi, Manj shtha (Rubia cordifolia) St Payasvini (Dendrobium macraei) Aerial Part Sarjaras (vaterla ltndica) Resin Oils Tila Taila (SesamlumimmlimalaiitiaitalSd 3 Karpasasthi taila (Gossypium herbaceum Sd i Gaee Powcer Sasvaka (COODse 8"
161,POIIDS,MEARTENTC TALC HIUAIE WEASI StCIEI CAQUM CARIOMIETIIAMNI RIRNNCE NACINI Duuur uu uriumiuuL DoRti cwmuummu AOKK uMoLdiicidrslu6 c EPute IMIULL LtUIRKI
162,VITAMIN C BRIGHTENING ANTI-AGING DAYCREAM,"Ingredients Water glycerin,ethylhexyl palmitate ci 77891 caprylicIcapric triglyceride,dimethicone hydroxyethyl acrylatel sodium acryloyldimethyl taurate copolymer sodium hyalur- onate xanthan gum,niacinamide,3-o-ethyl ascorbicacid, arbutin polysorbate 60,sorbitan isostearate methicone, triethoxycaprylylsilane alumina phenoxyethanol methylpar- aben propylparaben parfum"
163,FIT W,INGREDIENIS Water(Aqua) Ammonium Acrylates Acrylonitrogens Copolymer Propylene Glycol Ethylhexyi Palmitate Isostearic Acid Glyceryl Stearate Beeswax(Cera Alba) Copernicia Ceritera (Carnauba Waxtcopemicia Cerilfera cera) Polyquaternium 7 Phenoxvethanol Tocopheryi Acetate Ethylhexy glycerin Fregrence(Parfum) Iron OxidesteI 77499) .
164,00 Onlg gourel,"Eyeshadow-- Mica, Talc Dimethicone Mineral Ofl, Magnesium Stearate sopropyiparaben Isobutyparaben Butylparaben May Contain-Titanium Dioxide,Iron Oxides Ultramarines Manganese Volet Ferric Ferrocyanide Carmine FD C Blue No 1 Aluminum Lake, D CRed No 7,D CRed No 27 Aluminum Lake, D C Red No 36 Blush PressedPowder Talc, Kaolin, Mica, Mabnesium ( Ste srate Zinc Stearate Mineral Oil, Isopropyl Myristate Methylpar- aben Propylparaben Fragrance Lip Gloss Castoroil, OleylAlcohol Carnauba Wax Candelilla Wax Isouorop M ristate Ozkerite, Beews Wax Ceresin"
165,JoY UVA UVB protection daily nourishing sun screen crear,New Joy Papaya Sun Daily Sunscreen SPF 25 Vith U ang UVB prutection provides ultimate orotection t0 skin tU fight cell darnage and melanin overoroduction
166,UIIARTAII IIRIIIUUII,"19040 1 0 0 INEREDIENTS Aqua Paimir ad ard Scearic acid Glycerin Prooyiene gycor Sudum laureth Sultan Purasim nyoroxide Myrisuic acid Acrylares copolmner disrearate Dimethiconol and TEA lairr acd Cocamidopmpi raaire Gycul 23 Parfum, Glycery srearare S Sccium tecyoenzenesutonare and aurmn mgoyes Bensuermr25 memacryare crusspolymer land Hydrogenared no ritenlt yjes Lgucnside Polyquauemium 7, Terrapepride 30 and Gloceire Iteniui uuge urd Auminum nydrmuide and Memhylpolysiloxane Macinamide ir Usroum RuJrA DMDM nydantoin Memyparamen Prorylpraben"
167,0ilClear ANTI-SHINE ICY FACE WASH,8 Garniers deep cleansing face wash for men renoves oil without drying The special excessive mud texture with cooling 9 oil-trapl ang miudrat clay gives all day oi menthol free feelaon skin . Skin feels cool fres i0 m9 9
168,PONDS ৫ 0 4 1 4 31 0 7 ৩ T BRIGHT BEAUTY,মহবস্বগস্ু িষাব করবব এক 843 ঘযচ388 মসত্র হ্টিয়কে ঘরষভসতিযারব থক 4
169,Glowe lovely M,"6i9 9৬ 04431779 উপদানসম পানি, সোডিয়াম লরেথ সালফেট, অ্যাক্রিলেটস কোপলিমার কোকামাইডে এাপাইল বিটেইন, গ্লিসারিন কোকামাইড এমইএ, সোডিয়াম ক্লারাইড প্রি স্বভেটিভ, সুগন্ধি, পলিসরবেট ২০, সোডিয়াম হাইড্রোক্সইড নিয়সিনামাইও বিএইচটি, ডাইসোডিয়াম ইডিটিএ, মেনথল প্রোপাইলিব ম, বেঁ সোফেনন-৪, টোকোফেরিল অ্যাসিটেট, সোডিয়ার পকেরবিলফ ফট"
170,ACNE CLEAR,"dau1l5 0 (Ingredients) Water Myristic acid, Palmitic acid Stearic acid, Sorbitol, Potassium hydroxide, Butylene glycol, Glycol distearatt Sodium laureth sulfate, Methylparaben, Fragrance, Iocojher ( acetate, Propylparaben, Tetrasodium EDTA Propylene glyco Famamelis virginiana (Witch hazel) water Melaleuca alterni Ifolia (Tea tree) leaf oil, Alcohol, PEG-60 almond glycerides Sodiunui ca Centell rboxymethyl beta-glucan, Caprylyl glycol, Glyceriu Nordihy asiatica (Hydrocotyl) extract Maltodextrin Silica, Carboue Iroguaiaretic acid Cleanolic acid Codium metabisulfite"
171,Glowe lovely TM,"উপাদানস হ পানি সোডিয়াম লরেথ সালফেন্টে, অ্যাজিনটো মেপলিমর কোকামাইডোপরোপাইল বিটেনন ব্রিসাবি নেশামটড় মইও, সোডয়াম ক্লোরাইড প্রিজারভোটভ সুগন্তি পলিসরব্টে % দেডিয়াম ইড্রোক্সাইড নিয়াসিনামাইড বিং্ট ডাইসোডিয়ম ইসিটও, নথল প্রোপাহলিন গ্লইবল বেজোমেমঃ টোকেয়েরিন যসিটেট দোডিয়াম এসকোরবল ফসফে্ট"
172,P Clobetasol Propionate Gentamicin Sulphate Crean Clope-G Cream,Composition Clobetasol Propionate IP Gentamicin Sulphate IP equivalent to Gentamicin Chlorocresol IP (as preservative) Cream Base
173,LAU JAPANSAKURA sunscreen,"INGREDIENTIS WATERIAQUA GLYCERIN) PROPYLENE GLYCOL DIMETHICONE, ISONONYL ISONONANOATE ETHYLHEXYL METHOX YCINNAMATE) PHENYL TRIMETHICONE) PROPYLENE GLYCOL DICA PRYLATEIDICAPRATE CYCLOPENTASILOXANE TITANIUM DIOXIDE (CI 77891), C12-15 ALKYL BENZOATE OCTOCRYLENE BUTYL VET HOXYDIBENZOYLMETHANE BENZOPHENONE 3, SODIUM POLYAC RYLATE C20-22 ALKYL PHOSPHATE SODIUM ACRYLATEISODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER C20-22 ALCOHOLS ETHYLHEXYL STEARATE, ISOHEXADECANE TRIDECETH 6 POLYSO RBATE 80, ALUMINUM HYDROXIDE SORBITAN OLEATE TRIETHOX YCAPRYLYLSILANE) BHT, BUTYROSPERMUM PARKII (SHEA) BUTTER POTASSIUMCETYL PHOSPHATE SODIUMHYALURONATE MALTOD EXTRIN CENTELLA ASIATICALEAF EXTRACT NIACINAMIDE BUTYL ENE GLYCOL, ORVZA SATIVA (RICE) LEES EXTRACT PRUNUSLAVV ESIANA FLOWER EXTRACT) ASCORBIC ACID CALENDULA OFFICIN ALIS FLOWER EXTRACT HYDROXYACETOPHENONE HYDROLYZED 0 04pA"
174,Whitelone F a C e P o w d e r,"INGREDIENTS Talc Aluminum Starch Octenylsuccinate, Calcium Carbonate Magnesium Stearate Titanium Dioxide, Mica, Alumina, Silica, Perfume, DimethiconelVinyl Dimethicone Crosspolymer"
175,BRIGHTENING FACE SERUM,HEEERS 10 COHBINAION CE NIACINAMIDE) PHITEIILEPIDERHIS
176,Glow8 Honosonne,")498 UM PEPE পানি) পানযিটিক এসি৬ এবং সিয়়ারিক এসিড নিয়াসিনামাইড় গ্িদাবি) আটসোপ্রোপাইন মাটবিসটৌট ইথাইলাংঝাইল সেথবিসিনামেট পটাশিয়াম হইডোনাইড) সিটাইন অ্যালকোহল এাইয়োখিকন টাইটেনিযাম ডাইতাবলাট৬ এ7 ্যলুমিনিয়াম হটদোবাই৬ এব সিয়ারিব এসিণয বিউটাইল মেখোক্সিতাইবনদোয়েলমিখেন, টোকোফেরিল অ্যাসিটেট ( সৌ্ডিয়য় এ্যাসকরবাইল ফসফেট ( টইটেনিয়ীম ডাইবস্লাইড যেনোব্সিইখানন আযানানটয়ন মিখাইল পযারাবনে প্রোপাইল পযারাবণে মেনথল ডাইলোডিয়াম় ইড়িটিও, 0 পাইবিডঝিন হাইদ্রোক্লোরাই, পারফিটম, লিনলল, কেজাইল স্যালিসাইলেট, বিমোদন সাইট্রোনেলোল, জেরানিয়ল, কাউমারিন আনফা-আইসোমিখাইল আয়োনান সাইট্রাবল"
177,Winter Bright INFUSED WITH VITAMIN E,"উপাদানসমূহ পানি পালমিটিক এসিড এব স্টিয়ারিক এসিড নিয়াসিনামাইড, আইসোপ্রোপাইল মাইরিস্টেট গ্লিসারাইল স্টিয়ারেটে মিনাবেল অয়েল ইথাইলহেক্সাইল মিথক্সিসিণামেট গ্লিসারিন, ট্রাইইথানোলামাইন, সিটাইল অ্যালকোহল, ডাইমেথিকোন কার্বোমার, বিউটাইল মেথক্সিডাইবেনজোয়েলমিথেন, মিথাইলপ্যারাবেন, সোডিয়়াম পিসিএ, গ্লুটামিক এসিড টাইটেনিয়াম ডাইঅক্সাইড টাইটেনিযাম ডাইঅক্সাইড এবং অ্যালুমিনিয়াম হাইড্রোক্সাইড এবং স্টিয়ারিক এসিড হাইড্রোক্সিস্টিয়ারিক এসিড প্রোপাইলপ্যারাবনে অ্যালানটয়েন সোডিয়াম হাইড্রোক্সাইড টোকোফেরিল অ্যাসিটেট ডাইসোডিয়াম ইডিটিএ সোডিয়াম অ্যাসকরবাইল ফসফেট পাইরিডক্সিন হাইড্রোক্লোরাইড ফেনোক্সিইথানল সিআই ১৪ ৭00, পারফিউম আলফা-আইসোমিথাইল আয়়োনোন বেনজাইল স্যালিসাইলেট সিনামাইল অ্যালকোহল, সিট্োনেলল কাউমারিন জিরানিয়ল হেক্সাইল সিনামাল, লিমোনিন, লিনালল"
178,BRIGHT COMPLETE VITAMIN C 74 FACE WASH Clears dullness,"AUTIUUnIIUIAULUIILALUUII 036183 3 INGREUIENTS WATER GLICERII VIIRISIIC ICIU PALMITIC ACIU) STEARIC ACIU FUIASSIUI RIURUKIUE LAURIC ACIU) GLICERI UISIEARAII CLICERIL STEARAIE KAULIN P0HdI LIRALOUL SALICILIC ACIU, WERUAEIhAIIUL GLUCUSIUL LIMUNEIE ASCURBYL TETRASUUIUM EDTA) LEIUL FRUII IIIIACI CIIRUS JUROS FRUII EXTRACI UIIIUULIIRII ICUHUL BEIZYL SALICILAIE BENZII Uuilun FRKGRAICE (FIL. C2772221 ৬( NUTIUBPTUSEUBTCHLDRERUNUER 0LAtf"
179,AURA WHITENING SERUM FOAM CLEANSER,"LGRI HIENTS WATER STEARIC ACID, GLYCERIN LAURIC ACID POTASSIUM YDR KIDE, MYRISTIC ACID, DIPROPYLENE GLYCOL, COCAMIDOPROPYL BETAII UREA, GLYCOL DISTEARATE BEESWAX, GLYCERYL STEARATE PEG-10 STEARATE, GLUTATHIONE VITAMIN E, GLYCOLIC ACID PEG 120 METHY GLUCOSE DIOLEATE) SODIUM BENZOATE VITAMINC SODIUM CCCOY 5ETHIONATE, FRAGRANCE DISODIUM EDTA PYRUS MALUS FRUIT L (RACT, CARICA PAPAYA FRUIT EXTRACT"
180,GlOU BOOSTER FACIAL WASH,"Ir gredients Aquar Sodium Laureth Sulphate iacinamide) Carbomer Cocam idopropyl Be aine, Decyl Glucoside Glycerin Potassium Hyd oxide, Oryza Sativa (Rice) Bran Waer Retic lata Citrus (Tangerine) Fruit Extract Jojoba Beads PEC -40 Hydrogenated CastorOil Allantoin Dis dium EDTA, DMDM Hydantoin Color Parfum."
181,PONDS FORMULA PURE DETOX Pollution Clear,"পোদানসমৃহ যাইরিস্টিক এসিড গ্লিসারিন পানি প্রোপিলিন চূকল পটাসিযাম হাইডোক্সাইড স্টিয়ারিক এসিড লরিক এসিড গ্ল ফেল ডাইস্টিয়ারেট ডিসাইল গ্রকোসাইড গ্লিসারেল স্টিয়ারেট পলিকোয়াটারনিয়াম-৭, ডাইসোডিয়াম ইডিটিএ, কার্বন বিট্ট ৫ গ্লাইকল, প্রিজারভেটিভ চারকোল পাউডার, নিয়াসিনামাইড সেে স্রাম় বেনজযেট"
182,PONDS FORMULATED BY THE PONDS INSTITUTE,"ক গাদানসমূহ সোডিয়াম লরেথ সালফেট, পানি সিএপিবি গীমিন ই অ্যাসিটেট, অ্যাসকরবিল পালমিটেট অ্যানডূ জোজোবী বি র্রস , প্রিজারভেটিভ, ডাইসোডিয়াম ইডিটিএ, সিতাই ১৪৭০০ সিসাই ১৯১৪০ অ্যাকুয়া"
183,Clowe lovely TI,"উপাদানসমৃহ পানি, পালমিটিক এসিড স্টিয়ারিক এসিড টাইটেনিয়াম ডাই অব্স্াইড আইসোনোনাইল আহসোনোনানোয়েট, সিটাইল অ্যালকোহ্ন নিয়াসিনামাইড গ্রিসারিন সিটিয়ারিল ইথইলহেতনোযেট 9 আইসোপোপাইল মাইবিস্টেট ত্তৃড্রোককিযারেক মসিড় ডাহমগিতো 30174 মথাইডানবমওগই ম 378 9র8ো মথমমকেরলা জহনো মঢচা দমিয়রঅদোড ঘবরের হইতনইও চমমেরন পাসাট সৌডিবর য় 6634 oooconode মগছমইবেমগাইকের 38 পমছছ১ছ মরইছমইছ মনমেহারা পরলোকেকম মছববেছ গরনস স্টিমরেছ ক্মরতলতনেয়াম ঠেবটোবাইট পোেশইলিন কাবোবেন পরমইতরিেয়ারক শরর5 সুপধর 4 844১১ 74 প2 448৯3, 4 83 49886 আনেকষা-আইসোমিখাইব 466 4 মহছচম আসাইলেট সিনামাইব আলিতেছব পাইট্রোরেলব , কুমারিম জেরানিশুল হেরেইব ম9"
184,( Imnaava N C E 9 3 0 Moisturizing Aloe Verg Face Wash,"1 উপাদান অ্যাকূয়া অ্যামোনিয়াম লরিল সালকেট, 9 কোকামিডোপ্রোপাইল বিঢেেণ, এগেড গ্রাইকল স্টিয়়ারেট, গ্লিসারিল স্টিয়ারেট ও পিইজি-১০০ গ্লিসাবিন সোডিয়াম লরয়েল সারকসিলেট 9) 99 সিয়ার্লেট , কুকুমিস স্যাটিভাস ফ্রূট এক্সট্যাষ্ট সিটিল অ্যালকোহল, ফেগ্রেন্স এক্সানথান গা ৪ 9)) ফেনোক্সিথানল, জ্যালো বারবাডেনসিস লিফ এক্সট্র্যাষ্ট, সিটিরিল অ্যালকোহল, কোকো-গ্ুকোসাইড ৪ ও মিথাইলাইসোথাইজালিনয়ন যেনখন, ্রিসাববিল ওলিয়েট, মিথাইলক্লোরোইসাথিআাজোলিয়ন )) টোকোকেবনল, ডাইসোডিয়াম ইডিটিএ সিতাই ১৯১৪০ সিতাই ৪২০৫৩ গা সসবাদী"
185,JloW 6 TM lovely,"উপাদানসমুহঃ পানি সোডিয়াম লরেথ সালফেট 9 অ্যাক্রিলেটস কোপলিমার, কোকামাইডোপ্রোপাইল বিটেইন 9 গ্লিসারিন, কোকামাইড এমইএ, সোডিয়াম ক্লোরাইড, প্রিজারভেটিভ, সুগন্ধি 9 পলিসরবেট ২০, দোডিয়়াম হাইড্রোক্সাইড নিয়াসিনামাইড বিএইচটি 9 ডাইসোডিয়াম গডিটিএ, মেনথল, প্রোপাইলিন গ্লাইকল, বেমজোফেনন-৪ ঢোকোফেরিল অ্যাসিটেট, সোডিয়াম এসকোরবিল ফসফেট"
186,(( 7 7 CREATIVE,"Ilgreulelts Iqua, Potassiumllyristate, 9 Potassium Stearate, 1 tlycerinl Purassilll Lalrate Cucarnide UEI, Parfum, Iriethanulamine Ul I itcl llazulEiial Charcual, Ilenthul Salicylic Acid, CIT7266, Iletlyichluruisutliazulillulle Ilettllisuthiazulinune"
187,EverGlo FEFL BRIGHT BEAUEY,"Ingredients 4 Aqua, Sodium laureth sulfate, Cocamidopropyl betaine, Acrylates Copolymer, Sodium Lauroyl Sarcosinate, Glycerin, Fragrance, Triethanolamine Synthetic Wax, Citrus Medica Limonum Extract Ilacinamide 9 Methylchloroisothiazolinone, M03"
188,(Iqriss MiIk FACE WASH,"Ingredients Aqua, Myristic Acid, Stearic Acid, Palmitic Acid, Cocamidopropyl Betaine, Potassium Hydroxide, Lauric Acid, Glycerin, Clyceryl Monostearate, Glycol Distearate, Sodium Chloride, Propylene Glycol, Cocamide 0E4, Fragrance, Sodium Laureth Sutfate, Mill Niacinamide, Cocamide MEA ) Tetrasodium DTI Laureth-10, Methylchtoroisothiazotinone, Ilethylisothiazotinone"
189,( Imalava N C 9 3 0 Natural প00,"INGREDIENTS Aqua, Ammonium Lauryl Sutfate 9 Glycerin, Cocamidopropyl Betaine, AcrylatesC1o-30 Atkyt Acrylate Crosspolymer Niacinamide Rosa Centifotia Flower Extract Phenoxyethanot and) Ethythexylglycerin Fragrance landl Rosa Damascena Flower Oil, Sodium Hydroxide Sodium Cocoyl Clutamate land Disodium Cocoyl Glutamate, Mattooligosyl Clucoside land Hydrogenated Starch Hydrolysate 9 Citric Acid Tocopheryl Acetate Guar Hydroxypropyltrimonium Chloride Disodium EDTA Benzophenone-4, Sodium 9 Metabisulfite, BHT, Cl 17200. orm an horhe tond o channe color over"
190,PONDS S k N N T T U T E BRICHT MIRACLE ULTIMATE OIL CONTROL,"uingredients Myristic Acid Glycerin Water Propylene Glycol Potassium Hydroxide Stearic Acid Lauric Acid Decyl Glucoside Glycol Distearate Palmitic Acid-Hydroxystearic Acid Glyceryl Stearate Niacinamide 4-Ethylresorcinol Hydrolyzed Collagen Charcoal Powder auryl Hydroxysulteine Fragrance Phenoxyethanod Politnu Beeroiae Disocium EDTA Proctone Olamine Arachidic Acid, Soguum"
191,9 COMPLEE8001HINIC00OL N0 ULTIIMATE MOISTURIZING ALOE FACE WASH ৮,"9001 33 Lie 9n দ9 sultate) Acrylates Copolymer INGREDIENTS Aguar Decyl Glucoside Sodlum Cocoyl Glycinate Lauryi Cocamidopropy Betainei Socium Hydrozide Fragrance Tetra Sodium EDTI Glucoside, Phenoxyethanol Acid Chlorphenesin, Methylchloroisothiazolinone Methylisothiazolinone Salicylic Aloe Vera Extract Vitamin 83 Citric Acid Anhydrous Cl 42040, and 19140."
192,(R Imalava C N C E 9 3 0 DARK 9 9 CLEARING Iurmeric Face Wash 48,"উপাদান অ্যাকোয়া, অ্যামৌনিয়াম লরিল সালফেট কোকামিডোপ্রোপাইল বেটাইন গ্রিসারিন গ্যাক্রিলেটস সি১০-৩০ অ্যালকাইল অ্যাক্রিলেট ক্রসপলিমার সোডিয়াম কোতয়েল গূটামেট এব এাইসোডিয়াম কোকয়েল গুটামেট ফেনোক্সিথানল সুগন্ধি সোডিয়ায় ক্রোরাইড সোডিয়াম 9 হইডন্সাইড় , নিয়াসিনামাইড ইথাইলহেক্সাইলগ্িসারিন, ডাইসোডিয়াম 5টিএ , টোকোফেরিল প্যাসেটেট গ্াইকোলিক অ্যাসিড কারকুমা লঙা রাইজোম এক্সট্যাক্ট গ্রা্হিসিরাইজা গ্লাবরা রুট 9 9 এক্সট্যাক , সিতই ১৯১৪০ 9 সিতই ১৫৯৮৫"
193,P umalaxa N C চ 9 3 0 BRIGHTEIIINO AWMIVC,"উপাদান অ্যামোনিয়াম লরিল সালফেট , সরবিটল 9 কোকামিডোপ্রোপাইল প্পিক্জি-অ্যগরিসারিলামককায়েট 9) গ্রিসারিল 9 অ্যাক্রিলেটস সি১০-৩০ ব্যটেকাইল অ্যাক্রিলেট ক্রসপোলিমীর সৌডিয়াম কোকোইল গ্িসাইনেট, ত্র্যাগ্রেনস ভ্যাক্সিনিয়াম অ্যাঙ্গাসটিফোলিয়াম (বুবেরি) ফরট এক্সট্যাক্ট 9 সোডিয়াম 9 বেনজোয়েট 9 ফেনক্সিথানল 9 পলিসোরবেট ২০ মাইক্রোক্রিস্টালিন সেলুলোজ টাইটেনিয়াম . ডাইতক্সাইড, সোডিয়াম হাইড্রোক্সাইড স্যালিসিলিক এসিড 9 মেথল নিয়াসিনামাইড সাইট্রিক এসিড এসকোরবিল গূকোসাইড 9 ডাইসোডিয়াম ইডিটিএ গুয়ার হাইড্রোক্সিপ্রোপাইলটিমোনিয়াম ক্লোরাইড সোডিয়াম মেটাবাইসালফাইট বেনজোফেনন-8, পিইজি-৪৫এম, এমরিকা এফিসিনালিস ফরূট এক্সট্যাক্ট, সিতই 98১৬০."
